DATETIME,INCI CHAMBER BOTM TEMP(degC),INC INTER TEMP(degC),INC-2 INTER TEMP(degC),INC TOP TEMP(degC),STACK TEMP(degC),INC CHMB TO WASH TWR TMP(degC),EFF TO C9202(m3/h),EFF FLOW TO INC.(m3/h),CO FLOW TO INC-2(N-m3/h),TOTAL NG TO INCI-II(S-m3/h),INC. PRESSURE(mmH2O)
19-01-2024 04:13:56,869.5299,885.3362,808.0367,738.8149,86.18338,736.0744,1.36E-14,0.2230142,426.2896,80.34128,-0.7479303
19-01-2024 04:13:57,869.5672,885.3439,808.1321,738.8777,86.19472,736.1891,6.81E-15,0.2053486,426.4647,80.19934,-0.8317288
19-01-2024 04:13:58,869.5492,885.421,808.2531,738.9091,86.20649,736.4295,3.41E-15,0.1769846,426.9638,80.12837,-1.087251
19-01-2024 04:13:59,869.4304,885.4229,808.4235,738.998,86.21848,736.5497,1.70E-15,0.14968,427.3162,80.09289,-1.483567
19-01-2024 04:14:00,869.4076,885.5337,808.472,739.1523,86.23058,736.6464,8.51E-16,0.1419787,427.2868,80.07515,-1.303307
19-01-2024 04:14:01,869.4328,885.5525,808.7526,739.1563,86.24273,736.9146,4.26E-16,0.1639154,426.7572,80.06628,-0.9080011
19-01-2024 04:14:02,869.3356,885.5619,808.8929,739.2681,86.26712,737.0486,2.13E-16,0.2105893,426.2344,80.06184,-0.6187955
19-01-2024 04:14:03,869.2503,885.53,809.0729,739.324,86.29762,737.1888,1.06E-16,0.2627653,426.0247,80.5224,-0.8159896
19-01-2024 04:14:04,869.171,885.5873,809.2361,739.3153,86.30677,737.2956,5.32E-17,0.3006026,425.6617,80.0565,-1.006139
19-01-2024 04:14:05,869.2413,885.6525,809.3544,739.4208,86.33575,737.4955,2.66E-17,0.3187584,425.4801,80.05695,-1.040179
19-01-2024 04:14:06,869.1665,885.6852,809.5234,739.5468,86.35635,737.632,1.33E-17,0.3055584,425.8539,80.28923,-0.8801969
19-01-2024 04:14:07,869.1658,885.6649,809.7178,739.6098,86.38496,737.8102,6.65E-18,0.2496725,426.5042,79.93991,-0.9222762
19-01-2024 04:14:08,869.1288,885.618,809.9614,739.678,86.41758,737.9359,3.33E-18,0.1761058,426.6749,80.23071,-1.040972
19-01-2024 04:14:09,869.1835,885.6679,810.1931,739.8219,86.4644,738.0719,1.66E-18,0.1261999,427.3258,80.14406,-1.173562
19-01-2024 04:14:10,869.1377,885.6929,810.4921,739.9305,86.48171,738.2498,8.31E-19,0.1168109,427.4458,80.33279,-1.178822
19-01-2024 04:14:11,869.1147,885.7786,810.6782,740.058,86.52699,738.4852,4.16E-19,0.1354623,427.3001,80.1951,-1.157038
19-01-2024 04:14:12,869.0667,885.858,810.9177,740.0851,86.56794,738.6396,2.08E-19,0.1609624,427.3816,80.35831,-1.060697
19-01-2024 04:14:13,868.9694,885.8978,811.0374,740.1719,86.60672,738.7534,1.04E-19,0.1732546,427.3195,79.97445,-0.9087663
19-01-2024 04:14:14,868.9573,885.881,811.1706,740.252,86.65053,738.8835,5.20E-20,0.1601747,427.0311,80.24798,-1.12577
19-01-2024 04:14:15,868.9513,886.0191,811.3104,740.3652,86.69074,738.9852,2.60E-20,0.1307465,427.0413,80.38474,-0.8924748
19-01-2024 04:14:16,868.9483,886.0881,811.5267,740.5317,86.73526,739.1459,1.30E-20,0.1132859,427.0464,80.68385,-1.209177
19-01-2024 04:14:17,868.8735,886.0494,811.8547,740.6516,86.78194,739.2996,6.49E-21,0.1259178,427.049,80.37063,-0.9158677
19-01-2024 04:14:18,868.7996,886.1766,812.0919,740.7482,86.82969,739.4862,3.25E-21,0.1560375,426.8959,80.6768,-1.074389
19-01-2024 04:14:19,868.8358,886.2402,812.2838,740.8697,86.90239,739.6161,1.62E-21,0.1846777,426.7678,80.82988,-1.013269
19-01-2024 04:14:20,868.7807,886.3452,812.4895,740.9305,86.96316,739.7544,8.12E-22,0.2104419,426.8582,80.6757,-0.5920836
19-01-2024 04:14:21,868.7532,886.4343,812.6656,741.0707,87.03627,739.97,4.06E-22,0.2336999,427.0063,80.36655,-0.6683562
19-01-2024 04:14:22,868.8126,886.369,812.7903,741.2141,87.10334,740.0411,2.03E-22,0.24716,426.2041,80.44403,-0.7553207
19-01-2024 04:14:23,868.7691,886.4462,813.0358,741.359,87.17349,740.2232,1.01E-22,0.2422934,425.4929,80.48277,-0.5851799
19-01-2024 04:14:24,868.6741,886.4849,813.3416,741.4315,87.22688,740.3875,5.07E-23,0.2113261,425.8602,80.27009,-0.7137325
19-01-2024 04:14:25,868.6266,886.5042,813.6044,741.5775,87.30241,740.5428,2.54E-23,0.1543386,426.3015,80.85594,-0.8939756
19-01-2024 04:14:26,868.5662,886.587,813.7724,741.614,87.37679,740.767,1.27E-23,0.08830822,426.7794,80.68873,-1.07565
19-01-2024 04:14:27,868.536,886.7017,814.0761,741.7054,87.4567,740.9523,6.34E-24,0.05147833,426.7611,80.60512,-1.129866
19-01-2024 04:14:28,868.4477,886.7957,814.228,741.8244,87.52107,741.0817,3.17E-24,0.03611514,427.3689,80.33126,-1.352287
19-01-2024 04:14:29,868.4768,886.8793,814.5237,741.9938,87.6143,741.3294,1.59E-24,0.02614473,427.8268,80.65711,-0.9508015
19-01-2024 04:14:30,868.4547,886.9943,814.8546,742.1151,87.69142,741.4166,7.93E-25,0.01444566,427.8504,80.58931,-0.7378519
19-01-2024 04:14:31,868.407,887.0152,815.1299,742.2123,87.77271,741.4969,3.96E-25,0.02599114,427.5539,80.78613,-0.8144826
19-01-2024 04:14:32,868.3466,887.0989,815.4141,742.3342,87.85608,741.6835,1.98E-25,0.06594357,427.5598,80.65382,-0.8039698
19-01-2024 04:14:33,868.3163,887.1041,815.5195,742.4683,87.9527,741.8867,9.91E-26,0.1200995,427.3571,80.81839,-0.5972974
19-01-2024 04:14:34,868.3379,887.1434,815.792,742.6087,88.03763,742.0981,4.95E-26,0.159537,427.6669,80.66995,-0.4634436
19-01-2024 04:14:35,868.2021,887.2728,816.1113,742.6789,88.12282,742.2771,2.48E-26,0.1679643,427.6678,80.59573,-0.6223468
19-01-2024 04:14:36,868.2441,887.3376,816.3442,742.8971,88.22645,742.4032,1.24E-26,0.1489846,427.4626,80.55862,-0.6895914
19-01-2024 04:14:37,868.1187,887.4798,816.4973,743.0428,88.32098,742.5761,6.19E-27,0.1169117,427.1027,81.00021,-0.668282
19-01-2024 04:14:38,868.0925,887.6242,816.757,743.1889,88.42319,742.6992,3.10E-27,0.08973639,426.8712,80.99158,-0.8102152
19-01-2024 04:14:39,868.0428,887.6231,816.96,743.3351,88.52312,742.9805,1.55E-27,0.07797977,427.0128,81.21669,-0.6492482
19-01-2024 04:14:40,868.0546,887.7324,817.2813,743.4449,88.62801,743.0845,7.74E-28,0.08125673,427.7513,81.09982,-0.5870753
19-01-2024 04:14:41,868.0605,887.8604,817.625,743.6097,88.72929,743.2097,3.87E-28,0.09006684,427.5043,81.04139,-0.4583326
19-01-2024 04:14:42,867.9536,887.9609,817.8335,743.7653,88.81655,743.3822,1.94E-28,0.09309861,427.4837,81.01218,-0.5160315
19-01-2024 04:14:43,867.9734,888.1211,818.011,743.953,88.93343,743.6149,9.68E-29,0.0869851,427.5761,80.99757,-0.569295
19-01-2024 04:14:44,867.91,888.2012,818.3561,744.0102,89.04679,743.7679,4.84E-29,0.07751965,427.4167,80.75954,-0.6508585
19-01-2024 04:14:45,867.8051,888.2412,818.7484,744.1121,89.1523,743.9177,2.42E-29,0.06942999,427.4398,80.87125,-0.8259175
19-01-2024 04:14:46,867.7161,888.3711,818.8712,744.1996,89.25388,744.1024,1.21E-29,0.06416446,427.2971,80.9271,-0.699824
19-01-2024 04:14:47,867.6349,888.4727,819.1158,744.3532,89.36571,744.268,6.05E-30,0.06107393,426.8139,80.95503,-0.6550878
19-01-2024 04:14:48,867.5943,888.5967,819.2747,744.5765,89.48266,744.4241,3.02E-30,0.06151231,426.5723,81.19841,-0.4252001
19-01-2024 04:14:49,867.6472,888.6953,819.5739,744.7614,89.60217,744.5753,1.51E-30,0.06508843,426.4514,80.85996,-0.2675317
19-01-2024 04:14:50,867.6005,888.7446,819.8699,744.8538,89.71075,744.6876,7.56E-31,0.07038601,426.2879,80.69073,-0.3046643
19-01-2024 04:14:51,867.5038,888.9158,820.1644,745.0099,89.83829,744.8902,3.78E-31,0.07364515,426.7212,80.60612,-0.3720587
19-01-2024 04:14:52,867.5288,889.038,820.3849,745.0513,89.95699,745.0647,1.89E-31,0.07313849,426.9378,80.79454,-0.5278262
19-01-2024 04:14:53,867.468,889.1357,820.6417,745.2917,90.08347,745.1886,9.45E-32,0.06876529,427.2518,81.11816,-0.7582979
19-01-2024 04:14:54,867.4742,889.2212,820.9532,745.4852,90.21385,745.3604,4.73E-32,0.05940706,426.9458,81.27998,-0.9467759
19-01-2024 04:14:55,867.4041,889.3372,821.2188,745.6186,90.32787,745.5562,2.36E-32,0.04664078,427.0501,81.36089,-0.9799798
19-01-2024 04:14:56,867.369,889.4684,821.498,745.7952,90.45813,745.7639,1.18E-32,0.040868,426.8449,80.9412,-0.9233395
19-01-2024 04:14:57,867.2783,889.6439,821.7476,745.8468,90.56598,745.8312,5.91E-33,0.04637394,426.7423,81.1915,-1.065918
19-01-2024 04:14:58,867.3062,889.8048,821.9822,746.0557,90.69925,746.0113,2.95E-33,0.05660372,426.691,81.08723,-1.02124
19-01-2024 04:14:59,867.3933,889.8487,822.246,746.1968,90.83913,746.138,1.48E-33,0.06843247,426.8199,81.0351,-0.8829345
19-01-2024 04:15:00,867.2904,889.9438,822.5244,746.304,90.95789,746.2745,7.38E-34,0.07480462,426.2658,81.23844,-0.6123657
19-01-2024 04:15:01,867.239,890.0281,822.7368,746.504,91.09052,746.4893,3.69E-34,0.07310788,425.9371,80.87997,-0.3061829
19-01-2024 04:15:02,867.1766,890.1801,823.0994,746.6407,91.21786,746.7065,1.85E-34,0.06936033,425.5662,80.70074,-0.195816
19-01-2024 04:15:03,867.1454,890.3293,823.3905,746.7822,91.36089,746.8518,9.23E-35,0.06779174,425.8969,80.61113,-0.5007401
19-01-2024 04:15:04,867.02,890.3307,823.6459,746.9629,91.49343,747.0343,4.61E-35,0.06960143,426.5257,80.56632,-0.8546181
19-01-2024 04:15:05,867.0671,890.5877,823.8103,747.1265,91.62685,747.2354,2.31E-35,0.08881683,426.7886,81.00406,-0.8423481
19-01-2024 04:15:06,867.0541,890.643,824.0389,747.2815,91.7729,747.4458,1.15E-35,0.1321464,427.434,80.99351,-0.7629709
19-01-2024 04:15:07,866.9743,890.7438,824.373,747.4323,91.90085,747.6609,5.77E-36,0.1748684,427.4999,81.44578,-0.5035558
19-01-2024 04:15:08,866.9711,890.7943,824.6133,747.6541,92.05028,747.7318,2.88E-36,0.1968397,427.4814,81.67191,-0.5081255
19-01-2024 04:15:09,866.9328,890.8928,824.8799,747.765,92.19213,747.8771,1.44E-36,0.204621,427.2665,81.55685,-0.3822366
19-01-2024 04:15:10,866.9137,891.0519,825.123,747.9304,92.34241,748.1329,7.21E-37,0.2033237,427.2105,81.49932,-0.8441945
19-01-2024 04:15:11,866.9041,891.2047,825.3545,748.0496,92.46637,748.2974,3.61E-37,0.1932146,427.0281,81.69868,-0.7699976
19-01-2024 04:15:12,866.8627,891.3909,825.6167,748.2924,92.6077,748.4895,1.80E-37,0.180378,427.1427,81.79837,-0.5986218
19-01-2024 04:15:13,866.8786,891.4841,825.9309,748.4138,92.7455,748.549,9.01E-38,0.1698399,427.8163,81.39066,-0.7936957
19-01-2024 04:15:14,866.8499,891.5673,826.2711,748.5477,92.88764,748.7984,4.51E-38,0.159688,427.9478,81.18681,-0.7203342
19-01-2024 04:15:15,866.7257,891.6454,826.5145,748.6513,93.01364,748.9597,2.25E-38,0.1442361,427.5511,80.85416,-0.7874132
19-01-2024 04:15:16,866.6636,891.6845,826.6361,748.7397,93.15599,749.1136,0,0.1272023,426.8893,81.60297,-0.8148491
19-01-2024 04:15:17,866.6326,891.8872,826.8434,748.8572,93.2943,749.3005,0,0.1260096,426.7646,81.06224,-0.7492214
19-01-2024 04:15:18,866.5804,891.9885,827.1302,748.9891,93.4306,749.5038,0,0.1421979,427.0624,81.48015,-0.5821303
19-01-2024 04:15:19,866.6276,892.0758,827.3835,749.2016,93.57199,749.642,0,0.1594473,426.645,81.6891,-0.3948249
19-01-2024 04:15:20,866.5779,892.1561,827.6199,749.4177,93.69762,749.7844,0,0.1697505,426.5909,81.33603,-0.3072757
19-01-2024 04:15:21,866.5897,892.2328,827.848,749.5624,93.83367,750.0387,0,0.173834,426.2029,81.38891,-0.4771242
19-01-2024 04:15:22,866.5956,892.381,828.1452,749.7446,93.97495,750.2025,0,0.1703826,426.6787,81.18594,-0.6780152
19-01-2024 04:15:23,866.5254,892.4918,828.4402,749.9456,94.10661,750.3575,0,0.1581283,427.7893,81.08445,-0.7723572
19-01-2024 04:15:24,866.5269,892.5471,828.5878,750.1193,94.23959,750.5816,0,0.1391838,427.9343,81.71812,-0.911081
19-01-2024 04:15:25,866.5276,892.5748,828.8813,750.2061,94.37321,750.7669,0,0.1320003,428.0069,82.03495,-1.004857
19-01-2024 04:15:26,866.4547,892.6985,829.0281,750.396,94.50106,750.9694,0,0.1596891,427.1688,81.73837,-0.9052604
19-01-2024 04:15:27,866.3817,892.7604,829.2845,750.5642,94.63213,751.1439,0,0.2101546,427.4187,81.59008,-0.6174251
19-01-2024 04:15:28,866.3451,892.8646,829.5593,750.6483,94.75869,751.341,0,0.259954,427.6977,81.51594,-0.7542692
19-01-2024 04:15:29,866.2902,892.9533,829.8065,750.8002,94.8647,751.5128,0,0.2891262,427.4775,81.93386,-0.7799667
19-01-2024 04:15:30,866.2994,893.0343,830.04,750.9861,94.99094,751.7451,0,0.2890638,427.0071,81.91595,-0.7256767
19-01-2024 04:15:31,866.2674,893.1114,830.23,751.1522,95.1151,751.8979,0,0.2679755,426.9779,82.13387,-0.5947719
19-01-2024 04:15:32,866.1782,893.2232,830.4714,751.1987,95.22601,752.1208,0,0.2382053,427.2719,82.01596,-0.4621809
19-01-2024 04:15:33,866.1702,893.2791,830.8119,751.405,95.35471,752.2689,0,0.2079088,427.1617,81.95701,-0.5240592
19-01-2024 04:15:34,866.1661,893.4536,831.092,751.5814,95.46178,752.4162,0,0.1808587,427.3123,81.92753,-0.7869319
19-01-2024 04:15:35,866.1641,893.4675,831.3785,751.7795,95.57635,752.6363,0,0.1600094,427.3877,82.13966,-0.8634367
19-01-2024 04:15:36,866.1631,893.5844,831.4485,751.9152,95.70688,752.8196,0,0.1427183,427.1167,82.24572,-0.8467574
19-01-2024 04:15:37,866.0894,893.6061,831.6666,752.0562,95.81487,752.9479,0,0.1253753,426.6206,82.07188,-0.8994529
19-01-2024 04:15:38,866.0159,893.6537,831.9588,752.2,95.92379,753.1219,0,0.1069381,427.0932,81.52742,-0.6938671
19-01-2024 04:15:39,865.9791,893.8239,832.1782,752.3085,96.02708,753.3187,0,0.08658063,426.815,81.4846,-0.5483496
19-01-2024 04:15:40,865.9241,893.9091,832.5442,752.4726,96.12756,753.527,0,0.06480521,426.7274,80.771,-0.536626
19-01-2024 04:15:41,865.9332,893.9516,832.8004,752.7012,96.23273,753.7045,0,0.04918727,427.1466,80.64626,-0.457522
19-01-2024 04:15:42,865.9378,894.0461,832.9651,752.8521,96.32803,753.8664,0,0.04244642,426.6355,80.58389,-0.5217297
19-01-2024 04:15:43,865.8302,894.13,833.0841,752.9641,96.43062,754.1671,0,0.03846564,426.6891,81.01284,-0.7674567
19-01-2024 04:15:44,865.8497,894.1719,833.4,753.13,96.52464,754.3174,0,0.03174503,426.9218,80.53513,-0.5729373
19-01-2024 04:15:45,865.8594,894.3027,833.6677,753.3228,96.61436,754.4658,0,0.02395967,427.2952,80.98846,-0.5184022
19-01-2024 04:15:46,865.8276,894.3682,833.9115,753.4924,96.71416,754.6133,0,0.02174546,427.2248,80.98571,-0.4667206
19-01-2024 04:15:47,865.7751,894.4375,834.2165,753.6505,96.80679,754.7969,0,0.02796257,427.0353,81.44188,-0.3676377
19-01-2024 04:15:48,865.6757,894.5088,834.4056,753.7662,96.88972,754.9253,0,0.03885311,427.2491,81.21242,-0.5195122
19-01-2024 04:15:49,865.6992,894.5811,834.5734,753.9705,96.99223,755.0627,0,0.05024931,427.2018,81.55524,-0.6442776
19-01-2024 04:15:50,865.6743,894.6904,834.8038,754.1825,97.06789,755.278,0,0.05762587,426.7147,81.72665,-0.6395216
19-01-2024 04:15:51,865.6618,894.7817,835.1021,754.2885,97.16065,755.4954,0,0.06116157,426.8831,81.81235,-0.7164893
19-01-2024 04:15:52,865.5824,894.9373,835.3245,754.4148,97.23145,755.6774,0,0.06491306,427.4299,81.16693,-0.8221118
19-01-2024 04:15:53,865.5427,894.9784,835.6188,754.5511,97.30957,755.8416,0,0.06846727,427.0863,81.07494,-0.9115442
19-01-2024 04:15:54,865.4495,895.1454,835.8392,754.6559,97.39136,756.0702,0,0.07177026,427.3774,81.02895,-0.7487409
19-01-2024 04:15:55,865.403,895.1923,835.986,754.8549,97.47498,756.2211,0,0.07708386,427.6771,80.77523,-0.4781302
19-01-2024 04:15:56,865.3797,895.2158,836.2425,754.9543,97.5351,756.3699,0,0.08386053,427.8269,80.8791,-0.3062038
19-01-2024 04:15:57,865.368,895.2275,836.5905,755.1139,97.61398,756.5907,0,0.08892734,427.5421,81.16045,-0.1836195
19-01-2024 04:15:58,865.3622,895.3433,836.8011,755.3035,97.69005,756.811,0,0.09024003,427.0909,81.0717,-0.1406379
19-01-2024 04:15:59,865.3228,895.4011,837.0529,755.5082,97.77081,756.9944,0,0.08738686,427.1227,81.25674,-0.7233951
19-01-2024 04:16:00,865.3396,895.4667,837.252,755.6472,97.8356,757.1593,0,0.08199299,427.3956,81.11985,-1.014774
19-01-2024 04:16:01,865.348,895.5361,837.4248,755.8265,97.91072,757.3882,0,0.07685465,426.8116,80.82068,-0.9895646
19-01-2024 04:16:02,865.3156,895.6074,837.7676,756.0261,97.9849,757.5759,0,0.07367513,427.1373,80.90182,-0.7877511
19-01-2024 04:16:03,865.2262,895.7529,838.0488,756.0892,98.0464,757.7064,0,0.06872843,427.3515,80.94239,-0.5586705
19-01-2024 04:16:04,865.1448,895.8257,838.2261,756.2307,98.11378,757.8815,0,0.06121968,427.4586,80.96268,-0.3159563
19-01-2024 04:16:05,865.1407,895.8987,838.4246,756.4113,98.18408,758.079,0,0.0538032,427.7177,80.97282,-0.04811488
19-01-2024 04:16:06,865.0289,896.0084,838.597,756.5381,98.23755,758.2875,0,0.0446018,427.6931,81.20731,-0.1827489
19-01-2024 04:16:07,865.0461,896.0267,838.8298,756.7114,98.3009,758.4285,0,0.03420275,427.6808,81.32455,-0.536931
19-01-2024 04:16:08,864.9449,896.2189,838.9828,756.8347,98.35699,758.682,0,0.0244256,427.2118,81.15376,-0.5980554
19-01-2024 04:16:09,864.9676,896.2418,839.0959,757.0428,98.41556,758.8454,0,0.01633267,427.286,81.06836,-0.4638226
19-01-2024 04:16:10,865.0155,896.2898,839.2257,757.1835,98.47536,758.9637,0,0.01579573,427.3745,81.02566,-0.2807394
19-01-2024 04:16:11,864.9296,896.3138,839.4737,757.3271,98.52967,759.1694,0,0.02590324,427.213,81.23373,-0.3600963
19-01-2024 04:16:12,864.8867,896.3991,839.8174,757.5088,98.58124,759.3455,0,0.03828121,426.7203,80.87762,-0.7171575
19-01-2024 04:16:13,864.792,896.4051,840.0625,757.6362,98.63144,759.5433,0,0.04477537,426.783,81.15971,-0.7980319
19-01-2024 04:16:14,864.7446,896.4814,840.2583,757.8098,98.68706,759.7155,0,0.04527587,426.9173,81.07133,-0.5943284
19-01-2024 04:16:15,864.7576,896.4829,840.5027,757.8966,98.74538,759.9115,0,0.04400024,427.0359,80.79642,-0.4924767
19-01-2024 04:16:16,864.6908,896.5569,840.7347,758.0499,98.79897,760.1559,0,0.04641418,427.3008,80.88969,-0.2828594
19-01-2024 04:16:17,864.694,896.777,840.8874,758.2363,98.85017,760.3514,0,0.05326691,426.7642,80.93633,-0.3550528
19-01-2024 04:16:18,864.7322,896.8138,840.9637,758.4761,98.90018,760.559,0,0.05684585,426.9593,81.18906,-0.5498408
19-01-2024 04:16:19,864.6415,896.8688,841.1483,758.6326,98.9435,760.6995,0,0.05115853,426.954,80.85529,-0.696063
19-01-2024 04:16:20,864.5961,896.8963,841.4238,758.7841,98.98957,760.9528,0,0.0414484,427.2085,80.6884,-0.7569671
19-01-2024 04:16:21,864.5735,896.8735,841.7446,758.8964,99.02481,761.0428,0,0.04223909,426.8726,80.3729,-0.8240402
19-01-2024 04:16:22,864.5621,896.8621,841.9417,759.0259,99.07906,761.2709,0,0.05362077,426.7047,80.21516,-0.6561607
19-01-2024 04:16:23,864.4832,897.0028,842.15,759.1638,99.12449,761.385,0,0.06465218,426.6722,80.59906,-0.5050823
19-01-2024 04:16:24,864.517,897.0732,842.2908,759.3427,99.18382,761.5885,0,0.07794987,426.2436,80.79101,-0.3318869
19-01-2024 04:16:25,864.4606,897.0718,842.4711,759.4687,99.2196,761.8367,0,0.1012308,426.4932,80.88699,-0.2635997
19-01-2024 04:16:26,864.4325,897.1443,842.7078,759.605,99.2619,762.0707,0,0.1291982,426.618,80.23879,-0.394251
19-01-2024 04:16:27,864.3452,897.1439,842.8627,759.7463,99.28915,762.2243,0,0.148675,426.1648,80.38015,-0.5694399
19-01-2024 04:16:28,864.2648,897.217,842.9767,759.9269,99.3333,762.4476,0,0.1503263,425.9383,80.45083,-0.3640657
19-01-2024 04:16:29,864.2614,897.1803,843.1802,760.0904,99.37368,762.5959,0,0.1358931,425.825,80.25412,-0.3163102
19-01-2024 04:16:30,864.2596,897.3817,843.4651,760.2454,99.41829,762.7433,0,0.1149436,426.0263,80.38782,-0.3046395
19-01-2024 04:16:31,864.2587,897.5189,843.7906,760.3961,99.4589,762.9268,0,0.09577137,426.2815,80.45467,-0.4086674
19-01-2024 04:16:32,864.2582,897.5143,844.0267,760.5814,99.50362,763.165,0,0.07931879,426.8209,80.94823,-0.6254762
19-01-2024 04:16:33,864.1848,897.5853,844.1813,760.7473,99.54429,763.2842,0,0.06758298,426.7303,80.50282,-0.6362244
19-01-2024 04:16:34,864.1481,897.6208,844.4783,760.8668,99.56462,763.5635,0,0.06308836,426.4789,80.28011,-0.6171845
19-01-2024 04:16:35,864.0198,897.7118,844.5903,760.9632,99.60531,763.7031,0,0.06114623,426.3532,80.16876,-0.6503891
19-01-2024 04:16:36,864.029,897.7206,844.6829,761.0847,99.64397,763.6997,0,0.05819152,426.4965,80.57586,-0.4899895
19-01-2024 04:16:37,864.0336,897.7983,844.8756,761.2919,99.6755,763.9543,0,0.05625641,426.1557,80.31664,-0.5135494
19-01-2024 04:16:38,863.9626,897.9104,845.0452,761.4321,99.69737,764.1549,0,0.06139236,426.6551,80.18702,-0.5802611
19-01-2024 04:16:39,863.8905,897.9664,845.1667,761.5754,99.72662,764.3651,0,0.07372597,427.2646,80.35426,-0.5708922
19-01-2024 04:16:40,863.8544,897.9578,845.4471,761.757,99.72662,764.5434,0,0.0870644,427.4666,80.20583,-0.4990692
19-01-2024 04:16:41,863.8364,898.1,845.6971,761.8843,99.72662,764.7057,0,0.09358103,427.0016,80.13162,-0.2983627
19-01-2024 04:16:42,863.7908,898.1711,845.8954,762.0579,99.72662,764.8602,0,0.08631077,427.0266,79.86111,-0.07593916
19-01-2024 04:16:43,863.7313,898.2067,846.1411,762.1813,99.72662,765.0473,0,0.07519884,426.6271,79.95926,-0.2271786
19-01-2024 04:16:44,863.7382,898.261,846.4104,762.3528,99.72662,765.1775,0,0.08291803,426.6334,79.77493,-0.3577299
19-01-2024 04:16:45,863.6684,898.4348,846.6915,762.4752,99.72662,765.4257,0,0.1046304,426.482,80.14822,-0.4779372
19-01-2024 04:16:46,863.5969,898.4483,846.7955,762.6829,99.72662,765.5864,0,0.1235737,426.3032,80.56559,-0.3305213
19-01-2024 04:16:47,863.6344,898.6016,846.9207,762.86,99.72662,765.8132,0,0.1399119,426.0591,80.54355,-0.3422626
19-01-2024 04:16:48,863.5799,898.6782,847.0931,762.9485,99.72662,766.0731,0,0.1619664,426.0918,80.53253,-0.3847544
19-01-2024 04:16:49,863.5892,898.7166,847.3625,763.1393,99.72662,766.1664,0,0.1755877,425.6435,80.29497,-0.497553
19-01-2024 04:16:50,863.5939,898.7357,847.6803,763.2713,99.72662,766.3229,0,0.1601205,425.5227,79.94278,-0.6210909
19-01-2024 04:16:51,863.4865,898.8552,847.9124,763.4106,99.72662,766.4379,0,0.1050847,425.772,80.00009,-0.7133775
19-01-2024 04:16:52,863.4693,898.9515,848.0651,763.5901,99.72662,766.6784,0,0.08489097,426.5147,79.79534,-0.6984856
19-01-2024 04:16:53,863.4241,898.9996,848.3246,763.7531,99.72662,766.8719,0,0.1094316,426.6287,79.69297,-0.4652096
19-01-2024 04:16:54,863.4015,899.097,848.4909,763.9078,99.72662,767.0053,0,0.1084267,426.6857,79.64178,-0.5377806
19-01-2024 04:16:55,863.4634,899.1457,848.6473,764.0583,99.72662,767.1819,0,0.06611522,426.4051,79.84959,-0.3909606
19-01-2024 04:16:56,863.4944,899.2799,848.8354,764.2802,99.72662,767.4166,0,0.06555883,425.9551,79.9535,-0.3480682
19-01-2024 04:16:57,863.3268,899.3836,848.9661,764.3178,99.72662,767.5706,0,0.1090734,426.0913,79.77205,-0.2289657
19-01-2024 04:16:58,863.3528,899.4355,849.1779,764.5564,99.72662,767.7941,0,0.1605853,426.4171,79.91473,-0.2609673
19-01-2024 04:16:59,863.256,899.4614,849.4669,764.6757,99.72662,767.9791,0,0.1915292,426.6314,80.21812,-0.4844875
19-01-2024 04:17:00,863.2076,899.5476,849.6479,764.9184,99.72662,768.1814,0,0.1934209,427.304,80.60054,-0.5107985
19-01-2024 04:17:01,863.1834,899.5541,849.885,765.0397,99.72662,768.2826,0,0.1698,427.1778,80.32897,-0.6582313
19-01-2024 04:17:02,863.1346,899.7404,850.0768,765.1737,99.72662,768.4431,0,0.1354066,426.9088,79.95979,-0.487807
19-01-2024 04:17:03,863.1469,899.797,850.2825,765.3139,99.72662,768.6332,0,0.1147004,426.5682,79.77519,-0.414802
19-01-2024 04:17:04,863.1531,899.8985,850.3854,765.4573,99.72662,768.7648,0,0.1127396,427.067,79.9163,-0.3111607
19-01-2024 04:17:05,863.1195,899.876,850.5833,765.6388,99.72662,768.9406,0,0.1155739,427.4191,79.51867,-0.1677874
19-01-2024 04:17:06,863.1393,899.9014,850.7555,765.7662,99.72662,769.2481,0,0.1130238,427.2868,79.78804,-0.2608957
19-01-2024 04:17:07,863.1493,900.1338,850.9149,765.9397,99.72662,769.4385,0,0.1047297,427.4263,79.92272,-0.3684849
19-01-2024 04:17:08,863.1176,900.2866,851.141,766.0997,99.72662,769.6436,0,0.1019559,427.136,79.28569,-0.3124163
19-01-2024 04:17:09,863.1018,900.363,851.3273,766.253,99.72662,769.7461,0,0.1196425,426.9394,79.43814,-0.5651437
19-01-2024 04:17:10,863.1305,900.4012,851.5304,766.4028,99.72662,769.8706,0,0.1477119,426.1707,79.27959,-0.9722691
19-01-2024 04:17:11,863.035,900.5302,851.7784,766.5144,99.72662,770.0793,0,0.1715122,426.096,79.90055,-0.9377947
19-01-2024 04:17:12,863.0238,900.5214,852.0122,766.6801,99.72662,770.1471,0,0.2000444,426.3679,79.74557,-0.8290048
19-01-2024 04:17:13,863.0182,900.517,852.239,766.8361,99.72662,770.3275,0,0.2312478,426.2462,79.90149,-0.4389164
19-01-2024 04:17:14,863.0154,900.6613,852.4989,766.9874,99.72662,770.4908,0,0.2521901,426.6489,79.97945,-0.3415285
